descripcion,habitaciones,banios,parqueaderos,area_construida,area_privada,estrato,estado,antiguedad,piso,administeracion,precio_m2,barrio
"Área 87 m2, 4 alcobas, baño en alcoba principal, closet, 2 baño auxiliar, cocina integral, red de gas, zona de ropas, sala, comedor, balcón, parqueadero privado y cuarto útil. Estrato 5, piso 10 con ascensor, parqueadero visitantes, zonas verdes, polideportivo, gimnasio, piscina, salón social, zona BBQ, zona mascotas y portería 24/7. Cerca a la La Plaza Comercial, Canchas Sinteticas Los Bernal, Euro, cajero Bancolombia y excelentes rutas de transporte. .",4,4,3,305 m²,0 m²,6,,9 a 15 años,,$ 1.095.000 COP,"$ 7.049.180,33*m²",Loma de los Bernal - Medellín - Antioquia
"Se vende apartamento de 54 m², con parqueadero. Cuenta con 3 alcobas, con 2 baños, cocina integral, zona de ropas, balcón, sala comedor. gimnasio muy bien dotado, juegos infantiles, piscina de adultos, piscina de niños, turco, sauna, jacuzzi, cancha múltiple, salón social, zona BBQ, pista triciclos y portería las 24 horas. Cerca de colegios y universidades, cerca al transporte público y supermercados. Contáctanos en los teléfonos correo o mira más inmuebles como éste en nuestra página web.",2,2,1,66 m²,66 m²,5,,9 a 15 años,16,$ 289.200 COP,"$ 6.893.939,39*m²",Andalucía - Caldas - Antioquia
"Hermoso Apartamento sector Los Balsos, disponible para la venta, espacios muy amplios y con excelente distribución, cuenta con cuatro alcobas, la principal con baño, todas con closet, baño social, closet de linos, cocina abierta con isla. y comedor auxiliar, zonas de ropas, sala, comedor independientes, tres balcones, parqueadero doble lineal y cuarto util. exelente ubicacion , zona muy tranquila, calle sin salida, Esperamos tener el gusto de atenderte.",3,2,1,60 m²,60 m²,4,Excelente,1 a 8 años,Otro,$ 190.000 COP,"$ 6.833.333,33*m²",Los Balsos - Medellín - Antioquia
"Se arrienda o se vende casa de 540 m2 en unidad cerrada amplio e iluminado con acabados de lujo, sala, comedor, biblioteca, 3 alcobas, 3 alcobas con vestier, 3 baños, 1 alcoba de servicio, 1 baño de servicio, mezzanine, cocina integral, barra americana, red de gas, calentador a gas, zona de ropa, patio, balcón, terraza, garaje sencillo, parqueadero de visitantes y portería 24 horas Cercanías: Vías las Palmas, Carretera las Palmas, Retorno # 10.",4,3,1,95 m²,103 m²,6,Excelente,16 a 30 años,Otro,$ 604.501 COP,"$ 6.315.789,47*m²",Las Palmas - Medellín - Antioquia
"Apartamento en unidad cerrada sector los parra, fácil acceso desde la av el poblado. Cercanía a servicios complementarios de san Fernando plaza y de la milla de oro. Ubicación estratégica, rutas de transporte. piso en porcelanato y madera, puerta de seguridad, sala y comedor independiente, estar de tv, 3 alcobas con baño en cada una, cocina integral tipo americano, alcoba y baño de servicio, y parqueaderos cubiertos. Piscina, gym, sauna, parque infantil, cancha de squash, jacuzzi y amplias zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv...",4,5,4,368 m²,368 m²,6,,16 a 30 años,10,$ 1.200.000 COP,"$ 4.619.565,22*m²",LOS PARRA - Medellín - Antioquia
"Hermoso Apartamento para la venta en Calasanz, cerca del mall Santana. Ubicado en Unidad Residencial con salón social, gimnasio, sala de juegos, piscina, turco, zonas verdes, portería 24 horas y parqueadero para visitantes. El apartamento tiene un área de 55 mts aprox, tiene alcoba principal con baño y amplio closet, alcoba auxiliar, baño familiar, estudio, acabados modernos, amplio salón comedor, cocina integral, balcón, parqueadero privado cubierto. Excelente oportunidad $280 millones .",3,2,1,75 m²,75 m²,6,,,2,$ 400.000 COP,"$ 5.733.333,33*m²",Calasanz - Medellín - Antioquia
"Se vende apartamento con excelente ubicación, cuenta con 72 metros cuadrados, (3) Habitaciones, (2) Baños, sala comedor y parqueadero cubierto. Sector plano con fácil acceso y rutas de transporte, la Admon es de $190.000 pesos. .",3,2,1,54 m²,54 m²,3,Excelente,1 a 8 años,Otro,$ 149.900 COP,"$ 3.462.962,96*m²",La Castellana - Medellín - Antioquia
"CODIGO 10269, SI ESTAS BUSCANDO ECONOMIA Y COMODIDAD EN UN MISMO LUGAR, ESTA OPCIÓN PUEDE SER PARA TI, SE VENDE APARTAMENTO EN LA FLORESTA, cuenta con: 51 M² - 2 Habitaciones - 2 Baños - 1 Vestier - 2 Closets - Sala/comedor - Balcón - Cocina integral - Gas natural - Calentador - Patio. Características del sector: Acceso a rutas de bus o alimentador - Cercanía a estación de metro - Cercanía a colegio - Cercanía a centro comercial - Cercanía a supermercado - Cercanía a parque - Zona comercial - Zona urbana. Valor de predial: $980.000 anual.",3,2,2,111 m²,111 m²,5,,9 a 15 años,7,$ 614.416 COP,"$ 4.504.504,5*m²",La Floresta - Medellín - Antioquia
"Venta apartamento en el Barrio boston a tan solo una cuadra del parque, sobre todo peru, con un area de 67 metros cuadrados, con sala comedor , cocina integral, tres alcobas, dos baños, balcon. Edificio con porteria las 24 horas y ascensor. Vende: Uribienes Propiedad Raiz Asesor: Wilson Rodriguez Celular :.",3,2,1,71 m²,66 m²,4,,1 a 8 años,,$ 220.000 COP,"$ 6.581.971,83*m²",Boston - Medellín - Antioquia
"Apartamento para la venta en el sector de Blem AltaVista parte Baja, ofrece 85 Mt, distribuidos en Sala-comedor, 4 alcobas, 2 closets, cocina integral, red de gas, calentador, 1 baño, zona de ropas, 2 balcones, piso en cerámica. Cerca a este inmueble encontrarás la Av 80, C.C los Molinos, colegios, supermercados. ¡Qué no se te haga tarde! Llámanos y visita este inmueble. Arrendamientos el Castillo, 40 años de experiencia en el sector inmobiliario para que vivas mejor..",2,1,,54 m²,54 m²,4,Bueno,16 a 30 años,3,$ 154.000 COP,"$ 4.685.185,19*m²",BELEN ALTAVISTA PARTE BAJA - Medellín - Antioquia
"Confortable apartamento para la venta en Simón Bolívar, cerca del Éxito. Ubicado en edificio. El apartamento tiene un área de 105 mts aprox, tiene tres alcobas cada una con closet, dos baños, amplio salón comedor, cocina integral, zona de ropas, balcón amplio, parqueadero cubierto. Los espacios estan bien distribuidos, es iluminado y se conserva en buen estado. Es una excelente opcion por el area que tiene el apartamento y la ubicacion..",3,2,1,72 m²,72 m²,4,Excelente,1 a 8 años,3,$ 242.000 COP,"$ 6.666.666,67*m²",Simón Bolivar - Medellín - Antioquia
"Excelente ubicación , en toda la av las vegas, sector plano, a 2 cuadras de jumbo las vegas muy cerca a la estación ayura y de la aguacatala, buen transporte público y buenas vías de acceso, ideal para remodelar..",3,2,1,70 m²,70 m²,4,,16 a 30 años,3,$ 190.000 COP,$ 5.000.000*m²,Santa María de los Ángeles - Medellín - Antioquia
"Apartamento en esquina de 82 Mtrs Aprox. Por confirmar sobre escrituras espacios amplios e iluminados, acabados modernos, ubicado en piso alto con vista hacia el sur que te proporciona además, un ambiente fresco y natural, la unidad residencial cuenta con zonas comunes ideales para compartir en familia, el sector cuenta con fácil acceso a rutas de transporte. 679-46798.",3,2,,59 m²,59 m²,3,,1 a 8 años,,$ 125.000 COP,"$ 2.542.372,88*m²",aves maría - Sabaneta - Antioquia
CODIGO 5922.,3,2,1,72 m²,68 m²,4,Excelente,1 a 8 años,Otro,$ 236.000 COP,"$ 6.111.111,11*m²",POBLADO - Medellín - Antioquia
"3 alcobas, 4 closet, 2 baños, cocina integral, sala comedor, zona de ropa, balcón, piso en cerámica, parqueadero . Unidad cerrada, zonas verdes, zonas húmedas, juegos infantiles, portería 24 horas. Valor: $300.000.000.",3,2,1,56 m²,56 m²,3,,,16,$ 152.500 COP,"$ 4.107.142,86*m²",Calasanz - Medellín - Antioquia
"Apartamento de 431 M2 ubicado cerca al Mall Drive totalmente reformado, piso alto espectacular vista de 360 grados; consta de sala de dos ambientes, estudio, comedor grande, cocina integral, zona de ropas, alcoba del servicio con baño, 3 alcobas cada una con baño y vestier, baño social, balcón terraza con vista panorámica de 360 grados, 4 parqueaderos independientes, tres útiles. unidad completa, cancha de squash. Impecable, espacios generosos, muy iluminado, bien distribuido, acabados modernos..",3,3,3,161 m²,0 m²,6,Excelente,,,$ 535.000 COP,"$ 7.236.024,84*m²",San Lucas - Medellín - Antioquia
"Apartamento en venta para estrenar, piso alto espectacular vista, de 94 M2 ubicado en la Loma de San Julián consta 3 alcobas, 2 baños familiares, cocina integral abierta, salón comedor, balcón con supervista 2 parqueaderos. Unidad completa consta de piscina, turco, sauna, gimnasio, salón social, juegos infantiles, parqueadero para visitantes. Apartamento iluminado, bien distribuido, muy ventilado. Excelente ubicación cerca de la avenida del poblado, las palmas, centros comerciales..",2,1,1,51 m²,51 m²,5,Excelente,1 a 8 años,Otro,$ 218.000 COP,"$ 6.176.470,59*m²",El Poblado - Medellín - Antioquia
"Código Arrendamientos Santa Fe V10599. Propiedad ubicada cerca la urbanización siete lunas, con fácil acceso arutas de transporte público y rutas integradas a la estación la Aurora Metro Cable..",3,2,2,128 m²,128 m²,5,,16 a 30 años,8,$ 594.000 COP,$ 5.625.000*m²,Robledo - Medellín - Antioquia
"Impecable apartamento de 3 alcobas cada una con baño. La principal con Vestier, alcoba del servicio con baño, estar de televisión, sala con 3 ambientes, comedor amplio con terraza cubierta, cocina integral, cuarto de linos, zona de ropas, 3 parqueaderos paralelos y 1 cuarto útil grande. La unidad cuenta con piscina, kiosco, juegos infantiles, sauna, parqueadero para visitantes, muy arborizado, hermoso jardín, muy bien tenido, portería 24 horas. Cerca de carulla y el de uno, muy buenas vías..",3,2,1,79 m²,73 m²,5,Excelente,menor a 1 año,10,$ 208.000 COP,"$ 7.088.607,59*m²",Castropol - Medellín - Antioquia
"Apartamento ubicado en Medellín sector Buenos Aires, parte baja, a media cuadra del Tranvía a 5 minutos de las Torres de Bomboná, con excelentes rutas de transporte público, a una cuadra de Escuela Normal Superior de Antioquia, cerca a droguerías, restaurantes y supermercados. Cuenta con 3 habitaciones, 2 baños. Fácil acceso a transporte público, cerca a colegios, supermercados, tiendas y zona residencial..",2,2,,55 m²,0 m²,5,,16 a 30 años,14,$ 256.368 COP,"$ 5.090.909,09*m²",Buenos Aires - Medellín - Antioquia
"Apartamento parcialmente remodelado pero en perfecto estado, cada alcoba con baño más baño Social y alc servicio, áreas muy generosas, sala doble e independiente al comedor, excelente ubicación, cerca a la av del poblado a San Fernando plaza Oviedo, iglesia de patio bonito y al éxito, sector plano, completamente caminable..",3,2,1,127 m²,0 m²,5,,,,$ 460.000 COP,"$ 5.118.110,24*m²",Milla de Oro - Medellín - Antioquia
"Estratégico apartamento con parqueadero, con un área de 40 m2, piso 21 con ascensor, Cuenta con dos habitaciones con sus respectivos closets, un baño, sala comedor, cocina integral, zona de ropas, pisos en cerámica y totalmente amoblado.Ubicado en urbanización con parqueadero de visitantes y portería 24 horas. Excelente ubicación, buen acceso a rutas y transporte público, cerca a tiendas D1, iglesias y colegios.Como inversión es excelente, se arrienda por semanas o meses en arriendo temporal. ¡S.",2,1,,45 m²,0 m²,3,,9 a 15 años,1,$ 45.000 COP,"$ 3.288.888,89*m²",Centro - Medellín - Antioquia
"SE VENDEN APARTAMENTO 3 ALCOBAS CON CLOSET , 1 BAÑO, SALON Y COMEDOR , COCINA INTEGRAL, PISO EN PORCELANATO, ESTRATO 4 , AREA 54 METROS, BALCON, ZONA DE ROPAS , CERCA A EL TRANVIA PLAZA , SALON SOCIAL PARQUEADERO COMUN .",4,3,1,117 m²,0 m²,5,Excelente,,,$ 293.000 COP,"$ 3.982.905,98*m²",Centro - Medellín - Antioquia
"Apartamento en Laureles de 2 alcobas más la de servicio, 2 baños cabinados, parqueadero y cuarto útil..",3,2,,55 m²,55 m²,3,,9 a 15 años,2,$ 160.000 COP,"$ 2.054.545,45*m²",Laureles - Medellín - Antioquia
"Cómodo apartamento ubicado en el sector de robledo la aurora, nos ofrece una área de 53 metros, sala comedor, 3 alcobas, cocina semi - integral, red de gas, balcón, piso en cerámica.",5,6,,232 m²,0 m²,6,,16 a 30 años,8,$ 1.189.000 COP,"$ 6.422.413,79*m²",Robledo - Medellín - Antioquia
"Impresionante pent-house-dúplex amueblado, inigualable, en un edificio moderno y representativo. Con vegetación alrededor de sus hermosos ventanales de piso a techo. Ascensor privado que te lleva a las dos plantas. En el primer piso, con un área de 150 m2, encontramos 2 habitaciones con baño y vestidor. la principal con estudio, cocina abierta, habitación de servicio. Planta superior, una gran terraza de 150 m2. Enorme jacuzzi rodeado de hermosas plantas exóticas, habitación diáfana con baño..",4,4,,120 m²,0 m²,3,,16 a 30 años,3,No definida,$ 3.375.000*m²,El Poblado - Medellín - Antioquia
"Espectacular oferta para adquirir apartamento full acabados, en Unidad cerrada con portería 24 horas, Gimnasio al aire libre, Parques infantiles, Salón social, Amplias zonas verdes, Linda vista a la ciudad, Parqueadero común cubierto o descubierto, excelente iluminación natural, soleado en la mañana en la habitación principal y en la tarde zona social.Ubicación con facilidad de acceso a transporte público (integrado del metro), Cerca del supermercado D1, Cercanía de tiendas de barrio, Cercanía",4,2,,90 m²,0 m²,4,,9 a 15 años,1,$ 176.000 COP,"$ 4.277.777,78*m²",BARICHARA - San Antonio de Prado - Antioquia
"Apartamento de 195, 32 metros cuadrados de área total aproximada y doble altura, bien iluminado, con dos balcones, uno ubicado en sala-comedor y el otro ubicado en estudio, que dan vista abierta a zona verde. No le da el poniente. Cuenta con dos parqueaderos cubiertos ubicados de manera paralela y cuarto útil; ubicado en unidad residencial con potería, citófono, ascensor, piscina, juegos infantiles, salón social, parqueadero para visitantes, gimnasio, sauna, turco, zonas verdes, placa polideportiva, solarium y sut de basuras. En sector con cercanía al Mall San Lucas, a colegios, universidades, parques, supermercados, y por quedar sobre vía principal, cuenta con fácil acceso a transporte público..",2,2,1,107 m²,0 m²,5,,,2,$ 340.000 COP,"$ 4.766.355,14*m²",San Lucas - Medellín - Antioquia
"Sector exclusivo, tradicional, venta directa apartamento en Laureles 145 m2, balcón. 4 alcobas, 4 baños, vestier, 3 closets, sala, comedor, cocina integral, zona de ropas, 2 parqueaderos independientes, útil, portería Excelente conservación, amplios espacios, ventilación e iluminación natural. Estructura tradicional moderna. Sector residencial, excelente infraestructura urbana, comercial y de servicios. Los índices de valorización son altos, la ubicación y accesibilidad son destacables",3,4,2,230 m²,0 m²,6,,,5,$ 650.000 COP,"$ 3.913.043,48*m²",Laureles - Medellín - Antioquia
"A-888 (APTO PISO 15, Poblado) 130 mt2 construidos 2 alcobas 3 Baños Balcon 1 Parqueadero + 2 útil Unidad completa admon $450 predial $5.200.000 Anual construido(a) en el 2000 Producto con colega (los valores que aquí presentamos, están sujetos a cambios sin previo aviso) CARACTERISTICAS DETALLADAS Estrato 6 Zonas Verdes Piscina Juegos Infantiles .",4,3,1,173 m²,0 m²,5,,16 a 30 años,1,No definida,"$ 3.294.797,69*m²",El Poblado - Medellín - Antioquia
"APARTAMENTO CON GENEROSOS ESPACIOS Y UNA UBICACIÓN INIGUALABLE A 2 CUADRAS DE LA AVENIDA DEL POBLADO. Puntos de referencias: a 2 minutos del Mall la Frontera, a 2 minutos del Mall Sao Paulo, a 3 minutos de la Aguacatala, a 4 minutos de centro comercial santa fe, cerca de: transporte publico integrado, bancos, restaurante, supermercado Euro, clínica el campestre, colegio, iglesia, gimnasio, 2 rutas de acceso. El sector se caracteriza por ser residencial y muy tranquilo. El conjunto residencial cuenta con seguridad privada las 24 horas, gimnasio, salón social abierto y piscina. El apartamento tiene una vista tranquila acompañada de un balcón muy amplio con bastante privacidad, tiene 3 habitaciones más habitación de servicio, cocina independiente , sala comedor independiente, estudio, 3 baños, 2 parqueaderos y cuarto útil..",3,2,2,119 m²,119 m²,6,,,3,$ 592.000 COP,"$ 5.462.184,87*m²",El Poblado - Medellín - Antioquia
"Apartamento en buen estado en Loma de los Bernal parte alta, piso alto con excelente vista, parqueadero cubierto, unidad completa con potería 24h, 2 piscinas, salón social, juegos infantiles, cancha múliple, zona verde y para mascotas, estrato 5, cercana a Colegios, centros comerciales, clinicas y con buen sevicio de transporte público. Para mayor información puede llamarnos o enviar mensaje por WhatsApp que con gusto será atendido..",3,3,2,189 m²,189 m²,6,,,5,$ 698.300 COP,"$ 4.497.354,5*m²",Loma de los Bernal - Medellín - Antioquia
"Este genial apartamento de 171 metros cuenta con dos alcobas en el segundo nivel, cada una con baño y vestier. En el primer nivel puedes transformar la tercera alcoba si lo necesitas ya que el baño social tiene ducha. Un espacio rico en diseño donde podrás cumplir tus metas y soñar con un presente lleno de experiencias, amigos y mascotas. Con una ubicación privilegiada en la milla de oro, este espectacular duplex te dejara sin palabras! Un diseño excepcional, una doble altura y una espectacular vista te regalan el mejor lugar para vivir en el Poblado. Aprovecha esta gran oportunidad!!.",2,2,,87 m²,0 m²,5,,9 a 15 años,9,$ 220.000 COP,"$ 5.517.241,38*m²",Poblado Loma De Los Parra - Medellín - Antioquia
"Apartamento en buen estado en Las Palmas Altos del Poblado, diagonal al Country club, VENTA SOLO DE CONTADO (NO BANCOS), 4to. piso, es último piso, NO tiene ascensor, tiene mesanini, 3 alcobas, 2 baños, salón comedor con ventana (NO balcón), parqueadero cubierto, C.útil, cocina integral con zona de ropas, unidad con potería 24h, zona verde, estrato 5, con buen sevicio de transporte público. Para mayor información puede llamarnos o enviar mensaje por WhatsApp que con gusto será atendido..",3,4,2,192 m²,192 m²,6,,9 a 15 años,3,$ 850.000 COP,"$ 6.302.083,33*m²",Altos del Poblado - Medellín - Antioquia
"Vendo Apartamento En loma de los Bernal, Con Vías De Acceso Cercanas, centros comerciales y clínicas, Información Sujeta A Cambios, Las Imágenes De Muebles, Enseres, Decoración Y Demás Elementos Son Una Referencia. Vende y Arrienda Activos y Bienes Inmobiliaria Experta En Administración y Arrendamiento De Apartamentos, Casas, Locales, Bodegas y Oficinas En El Oriente Antioqueño, Medellín y Toda El Área Metropolitana.",3,2,1,68 m²,68 m²,6,,menor a 1 año,,$ 300.000 COP,"$ 7.352.941,18*m²",BELEN LOMA DE LOS BERNAL - Medellín - Antioquia
"Confortable apartamento Dúplex ubicado en el barrio los colores de Medellín, cuenta con un área de 154 metros distribuidos en 3 alcobas, 2 baños, cocina integral con lava vajillas y horno, zona de ropas independiente, calentador a gas, 3 balcones, tiene un tercer nivel acondicionado como sala de cine con sonido envolvente, cuenta con parqueadero cubierto y cuarto útil. El edificio tiene ascensor y video citofonía. La propiedad se encuentra cerca a mi buñuelo de la 80. .",3,3,,170 m²,0 m²,6,,16 a 30 años,8,$ 280.000 COP,"$ 3.235.294,12*m²",Los Colores - Medellín - Antioquia
"A-887 (APTO PISO 1, Poblado, Astorga) 153 mt2 construidos 103 mt2 Terraza 3 alcobas 2 Baños Terraza Parqueadero doble lineal + 1 útil Unidad completa admon $727 predial $988 Trimestral construido(a) en el 1995 Producto con colega (los valores que aquí presentamos, están sujetos a cambios sin previo aviso) CARACTERISTICAS DETALLADAS Estrato 6 Zonas Verdes Ascensor Cancha de Tenis Gimnasio Piscina Parqueadero de Visitantes Juegos Infantiles Salón Social Sala de Juegos Placa Polideportiva Shut de Basura .",4,3,2,160 m²,160 m²,5,,1 a 8 años,1,$ 1.000.000 COP,$ 3.437.500*m²,El Poblado - Medellín - Antioquia
"VENDO HERMOSO APARTAMENTO EN CALASANZ CON EXCELENTES ACABADOS PARA ESTRENAR 36 m2, 2 alcobas, 1 baño, sala, cocina integral zona de ropas, ventanal mira hacia la calle, cerca de la 80 con Colombia y Estación Floresta. ZONA DE ALTA VALORIZACIÓN Y EXCELENTE PARA VIVIR.",2,3,2,"85,2 m²",0 m²,6,Excelente,1 a 8 años,Otro,$ 363.800 COP,"$ 7.042.253,52*m²",Calasanz - Medellín - Antioquia
"Area54 metros, sala comedor balcón con vista panoramica, 2 alcobas 2 baños, cocina integral zona de ropas independiente, parqueadero Unidad completa con piscina juegos infantiles cancha polideportiva.",3,3,1,123 m²,0 m²,5,,16 a 30 años,3,$ 689.000 COP,"$ 5.121.951,22*m²",Calasanz - Medellín - Antioquia
"Apartamento dúplex de 150m2 en venta, ubicado en el Tesoro, de 150 M2 consta de 3 alcobas, 2 baños familiares, cocina integral, baño de empleada, zona de ropas muy iluminada, salón comedor grande rodeado de ventanales, estudio, baño social, 2 parqueaderos (1 doble Lineal), 2 cuartos útiles. Apartamento clásico, con acabados exclusivos de alta gama, mármol importado en pisos, escalas y en la encimeras de los baños o tocador, además del mesón de la cocina con salpicadero..",3,2,1,85 m²,85 m²,5,,,12,$ 298.000 COP,"$ 4.705.882,35*m²",El Tesoro - Medellín - Antioquia
"Cerca al mall de Santa Ana piso alto área 54 metros sala, comedor, balcón cocina integral zona de ropas independiente, no tiene garaje Unidad cmpleta con piscinas, canchas polideportivas, salón social juegos infantiles.",3,3,1,89 m²,89 m²,5,,,4,$ 570.000 COP,"$ 4.382.022,47*m²",Calasanz - Medellín - Antioquia
"Área 85.21 m2, 2 alcobas principal con vestier y baño, 3 baños, cocina integral con red de gas natural, sala, comedor, piso ceramica, balcón, zona de ropas, parqueadero doble lineal y cuarto util. Estrato 5, piso 18, ascensor, shut de basuras, Salón Social, Gimnasio, Zonas Verde, Piscina, BBQ, Zona de juegos, jacuzzi, turco, Cancha mini Golf, Cancha de Squash y Circuito Cerrado de TV. Cerca a centro comercial palmagrande, av las palmas, Bancos y Excelentes rutas de transporte. .",4,4,2,180 m²,180 m²,6,,más de 30 años,,$ 828.000 COP,"$ 4.444.444,44*m²",El Poblado - Medellín - Antioquia
"Venta de apartamento en Itagüí, sector Suramérica, ubicación estratégica. Se permite el manejo por Airbnb, Con un área total construida de 67m2, distribuidos en 2 habitaciones la principal con baño y vestier, sala - comedor, balcón, cocina integral abierta, zona de ropas, 1 parqueadero sencillo y 1 cuarto útil. Exclusivo proyecto mixto con amplios apartamentos en el sector Suramérica! Este Edificio se encuentra ubicado en Itagüí, sus principales vías de acceso son la Autopista Sur y la Avenida Pilsen. El proyecto de construcción tradicional se compone de una sola torre de 19 pisos con cuatro apartamentos por nivel, dos ascensores y cinco locales comerciales en el primer piso. Algunos sitios de interés cercanos son el Mall Suramérica, la Institución Educativa John F. Kennedy y el Supermercado Olímpica. Unidad muy completa con piscina, Jacuzzi, Gimnasio, zona de mascotas, portería 24 horas. Nuestro agente inmobiliario está a tu disposición para cualquier información adicional y/o coordinar una",3,2,2,128 m²,128 m²,5,,16 a 30 años,8,$ 594.000 COP,$ 5.625.000*m²,SurOriente - Medellín - Antioquia
"53 metros Estrato 3 (única unidad en la zona con ese estrato, pues estamos rodeados de unidades estrato 4) 2 Baños 2 Habitaciones 1 Estudio 1 Parqueadero cubierto Piscina adultos y niños Placa deportiva Salón social Zona para mascotas Portería 24 horas La torre queda junto a una zona de bosque lo que te permite dormir plácidamente sin ningún tipo de ruidos molestos. Tenemos un Mall al frente con: D1 Dollar City Droguería Pasteur Belleza Zona de comidas Gimnasio Lavadero carros y motos Bar Café.",2,1,1,51 m²,51 m²,5,Excelente,1 a 8 años,Otro,$ 218.000 COP,"$ 6.176.470,59*m²",Calasanz - Medellín - Antioquia
"Venta de apartamento en el pobladoen unidad cerrada, de tres alcobas, sala comedor, cocina integral, tres alcobas, dos baños, zona de ropas, balcon y parqueadero, la unidad tiene porteria y esta en una excelente zona. Andrea Gonzalez .",3,2,1,69 m²,69 m²,4,Bueno,16 a 30 años,1,$ 220.000 COP,"$ 6.666.666,67*m²",El Poblado - Medellín - Antioquia
"Recuerda este código si quieres saber más de esta propiedad PCO-22072. Apartamento ubicado en Soacha, Conjunto Residencial Lavanda (Calle 17 # 39- 99) ¡$5 MILLONES DE DESCUENTO! Precio del mercado $100M, con nosotros $95M. Piso 3 con buena iluminación y excelentes acabados, habitaciones con closet, baño cabinado, cocina integral, sala comedor y pisos en cerámica. Portería y vigilancia 24 horas, conjunto con zonas comunes y buenas vías de acceso. Con cercanía a colegios, universidades, centros comerciales y servicio de transporte público. .",2,1,1,46 m²,44 m²,3,Excelente,menor a 1 año,4,$ 106.000 COP,"$ 4.173.913,04*m²",soacha - Soacha - Cundinamarca
"VENDO APARTAMENTO PARA ESTRENAR 2 Alcobas( todas con closet), 1 baño, sala con excelente espacio, cocina integral, ( con acabados en mármol), balcón con excelente iluminación, parqueadero privado, cuarto útil, ascensor, pisos terminados en porcelanato. Unidad con portería las 24hr, zonas verdes, ( senderos peatonales), gimnasio al aire libre, piscina, ( adultos y niños), salón social, golfito, familia bar, coworking. excelente rutas de transporte. SECTOR MUY VALORIZADO.",2,1,,70 m²,70 m²,3,Bueno,1 a 8 años,3,No definida,"$ 3.571.428,57*m²",Calasanz - Medellín - Antioquia
"A-899 (APTO PISO 14, Loma de los Bernal) 82.58 mt2 construidos 2 alcobas 2 Baños 1 Parqueadero Unidad completa admon $274 predial $1.405.575 Anual construido(a) en el 2017 Producto con colega (los valores que aquí presentamos, están sujetos a cambios sin previo aviso) CARACTERISTICAS DETALLADAS Estrato 4 2 alcobas con posibilidad de la 3 2 baños, estudio o biblioteca, sala doble (Con area de la 3er alcoba), comedor Barra, cocina, zona de ropas 1 parqueadero cubierto, sin cuarto Útil La unidad Cuenta con Piscina de niños y adultos (Climatizada) Turco, salon social, gimnasio, cancha en concreto de futbol, Golfito, BBQ, juegos infantiles .",3,3,2,"81,17 m²",95 m²,5,,,,$ 318.500 COP,"$ 5.051.127,26*m²",Loma de los Bernal - Medellín - Antioquia
"Acogedor apartamento ubicado en San Antonio de Prado, sector Pradito, a pocas cuadras de la estacion de bomberos de San Antonio, con muy buenas rutas de transporte y proximo a multiples zonas comerciales. En sus 64m se distribuyen 3 habitaciones con closet, dos baños completos, cocina integral completa, salon comedor y zona de ropas; tambien cuenta con un amplio ventanal. Es un SEGUNDO piso SIN ascensor, NO tiene parqueadero propio pero si parqueaderos comunes. TIENE cuarto útil.",4,4,1,137 m²,137 m²,6,,,,$ 350.000 COP,"$ 3.503.649,64*m²",Aburra Sur Urbano - Otros Municipios - Antioquia
"Sala comedor, 3 alcobas + servicio, cocina integral, pisos en porcelanato, 4 baños, red de gas, balcon, 2 parqueaderos (lineal) y cuarto util. Porteria 24 horas, turco, gimnasio, juegos infantiles. Cerca a la via las Palmas, con vias de facil acceso. .",3,2,,55 m²,0 m²,3,Excelente,menor a 1 año,,$ 120.000 COP,"$ 2.818.181,82*m²",Castropol - Medellín - Antioquia
"Sala comedor, 3 alcobas, star/biblioteca, cocina integral, pisos en mármol y madera, 4 baños, red de gas, balcón, 2 parqueaderos independientes y 2 cuartos útil. Portería 24 horas, piscina, turco, gimnasio, salón social, juegos infantiles y zonas verdes. .",3,2,1,103 m²,103 m²,4,,1 a 8 años,,No definida,"$ 4.660.194,17*m²",Castropol - Medellín - Antioquia
"La vista de este apartamento permite el disfrute..... el guadual que se observa desde el balcón, y el sonido de la quebrada hacen que este lugar sea privilegiado para el descanso en familia. 2 balcones, uno en zona social y otro en habitación principal. Gusto exquisito en la remodelación de cocina. En una Area de 140 mts tenemos de 3 habitaciones y 2 baños, 2 balcones, 1 estudio, sala, comedor y cocina cerrada y habitacion de servicio. Ven y conoce este espectacular lugar para vivir!! HVLM.",2,3,1,118 m²,118 m²,5,Bueno,más de 30 años,1,$ 420.000 COP,"$ 5.932.203,39*m²",El Poblado - Medellín - Antioquia
"Apartamento en el Poblado, sector Los Balsos. Remodelado en 2014. Excelente distribución. Cuatro alcobas, la principal con baño, todas con clóset, baño social, clóset de linos, cocina abierta con isla. Y comedor auxiliar, zonas de ropas, sala, comedor independientes, tres balcones, parqueadero doble lineal y cuarto útil. Calle sin salida, la unidad tiene conserje de lunes a viernes de 8:00 a.m a 6:00 p.m y los sábados hasta medio día. Ideal para personas mayores. Llámame, bajó de precio!.",4,6,1,510 m²,0 m²,6,,,7,$ 1.930.000 COP,"$ 5.098.039,22*m²",El Poblado - Medellín - Antioquia
